timestamp,zone,sentiment_score,noise_level_db,weather_score,event_density,transit_delay_min,vibe_score
2025-04-26 00:54:21.860940,Waterfront,-0.57,78,0.2,10,25,0.13
2025-04-26 01:54:21.860940,Downtown,-0.43,77,0.68,9,0,0.33
2025-04-26 01:54:21.860940,Midtown,-0.26,55,0.89,2,17,0.27
2025-04-26 01:54:21.860940,Uptown,0.14,34,0.57,0,18,0.33
2025-04-26 01:54:21.860940,Suburb,0.3,54,0.38,7,1,0.49
2025-04-26 01:54:21.860940,Waterfront,0.01,33,0.6,1,30,0.28
2025-04-26 02:54:21.860940,Downtown,0.0,78,0.72,6,26,0.32
2025-04-26 02:54:21.860940,Midtown,0.39,74,0.42,1,27,0.28
2025-04-26 02:54:21.860940,Uptown,-0.28,88,0.93,0,14,0.18
2025-04-26 02:54:21.860940,Suburb,-0.3,82,0.57,6,9,0.25
2025-04-26 02:54:21.860940,Waterfront,0.46,54,0.45,9,7,0.58
2025-04-26 03:54:21.860940,Downtown,-0.15,71,0.32,0,4,0.16
2025-04-26 03:54:21.860940,Midtown,-0.53,89,0.41,9,19,0.16
2025-04-26 03:54:21.860940,Uptown,0.15,36,0.81,2,17,0.42
2025-04-26 03:54:21.860940,Suburb,0.9,68,0.41,6,19,0.57
2025-04-26 03:54:21.860940,Waterfront,0.07,41,0.59,7,19,0.43
2025-04-26 04:54:21.860940,Downtown,-0.41,62,0.54,4,11,0.2
2025-04-26 04:54:21.860940,Midtown,0.28,80,0.32,0,15,0.24
2025-04-26 04:54:21.860940,Uptown,-0.02,58,0.61,9,23,0.4
2025-04-26 04:54:21.860940,Suburb,-0.63,83,0.71,8,17,0.19
2025-04-26 04:54:21.860940,Waterfront,0.36,41,0.85,3,27,0.47
2025-04-26 05:54:21.860940,Downtown,0.26,53,0.14,5,24,0.32
2025-04-26 05:54:21.860940,Midtown,-0.02,45,0.73,5,22,0.38
2025-04-26 05:54:21.860940,Uptown,-0.15,58,0.68,9,4,0.44
2025-04-26 05:54:21.860940,Suburb,-0.16,34,0.67,9,28,0.4
2025-04-26 05:54:21.860940,Waterfront,0.58,79,0.66,1,17,0.41
2025-04-26 06:54:21.860940,Downtown,-0.08,48,0.57,10,29,0.4
2025-04-26 06:54:21.860940,Midtown,0.04,66,0.55,8,11,0.41
2025-04-26 06:54:21.860940,Uptown,0.17,36,0.37,1,22,0.3
2025-04-26 06:54:21.860940,Suburb,0.02,66,0.64,9,6,0.46
2025-04-26 06:54:21.860940,Waterfront,-0.32,89,0.84,10,25,0.31
2025-04-26 07:54:21.860940,Downtown,-0.26,63,0.3,6,17,0.22
2025-04-26 07:54:21.860940,Midtown,0.0,69,0.05,9,15,0.3
2025-04-26 07:54:21.860940,Uptown,-0.28,39,0.69,1,20,0.23
2025-04-26 07:54:21.860940,Suburb,0.33,58,0.39,6,14,0.43
2025-04-26 07:54:21.860940,Waterfront,0.43,71,0.88,4,1,0.54
2025-04-26 08:54:21.860940,Downtown,0.12,48,0.21,8,12,0.4
2025-04-26 08:54:21.860940,Midtown,-0.21,42,0.49,2,5,0.27
2025-04-26 08:54:21.860940,Uptown,0.01,48,0.99,3,2,0.46
2025-04-26 08:54:21.860940,Suburb,-0.01,82,0.68,4,25,0.27
2025-04-26 08:54:21.860940,Waterfront,0.01,73,0.51,2,9,0.27
2025-04-26 09:54:21.860940,Downtown,0.1,40,0.72,5,8,0.47
2025-04-26 09:54:21.860940,Midtown,-0.21,35,0.18,2,18,0.18
2025-04-26 09:54:21.860940,Uptown,0.15,68,0.87,5,29,0.39
2025-04-26 09:54:21.860940,Suburb,-0.44,53,0.66,6,12,0.27
2025-04-26 09:54:21.860940,Waterfront,-0.1,80,0.42,9,5,0.36
2025-04-26 10:54:21.860940,Downtown,-0.02,42,0.41,7,4,0.42
2025-04-26 10:54:21.860940,Midtown,-0.0,68,0.13,7,11,0.29
2025-04-26 10:54:21.860940,Uptown,-0.25,58,0.89,10,2,0.48
2025-04-26 10:54:21.860940,Suburb,-0.45,90,0.59,7,14,0.2
2025-04-26 10:54:21.860940,Waterfront,0.14,61,0.34,5,19,0.32
2025-04-26 11:54:21.860940,Downtown,0.31,62,0.38,2,2,0.38
2025-04-26 11:54:21.860940,Midtown,-0.16,57,0.1,4,9,0.21
2025-04-26 11:54:21.860940,Uptown,0.46,58,0.1,8,3,0.49
2025-04-26 11:54:21.860940,Suburb,-0.15,52,0.04,10,7,0.34
2025-04-26 11:54:21.860940,Waterfront,-0.19,43,0.75,9,6,0.47
2025-04-26 12:54:21.860940,Downtown,0.14,34,0.22,6,16,0.38
2025-04-26 12:54:21.860940,Midtown,-0.16,83,0.73,1,8,0.23
2025-04-26 12:54:21.860940,Uptown,-0.32,44,0.03,1,6,0.12
2025-04-26 12:54:21.860940,Suburb,-0.56,33,0.17,9,9,0.25
2025-04-26 12:54:21.860940,Waterfront,-0.55,54,0.35,8,3,0.25
2025-04-26 13:54:21.860940,Downtown,0.05,38,0.12,3,6,0.3
2025-04-26 13:54:21.860940,Midtown,-0.12,77,0.53,8,12,0.34
2025-04-26 13:54:21.860940,Uptown,0.12,88,0.96,0,30,0.25
2025-04-26 13:54:21.860940,Suburb,0.13,75,0.66,6,23,0.36
2025-04-26 13:54:21.860940,Waterfront,-0.24,36,0.28,2,9,0.22
2025-04-26 14:54:21.860940,Downtown,-0.32,60,0.99,1,1,0.3
2025-04-26 14:54:21.860940,Midtown,0.09,30,0.58,6,6,0.48
2025-04-26 14:54:21.860940,Uptown,0.18,34,0.54,3,4,0.44
2025-04-26 14:54:21.860940,Suburb,0.21,50,0.89,9,26,0.53
2025-04-26 14:54:21.860940,Waterfront,0.66,42,0.45,3,0,0.56
2025-04-26 15:54:21.860940,Downtown,0.2,79,0.26,6,23,0.3
2025-04-26 15:54:21.860940,Midtown,0.08,76,0.54,5,24,0.3
2025-04-26 15:54:21.860940,Uptown,0.08,32,0.39,7,21,0.41
2025-04-26 15:54:21.860940,Suburb,0.11,49,0.79,4,29,0.38
2025-04-26 15:54:21.860940,Waterfront,0.27,40,0.45,8,10,0.52
2025-04-26 16:54:21.860940,Downtown,-0.12,38,0.76,6,29,0.36
2025-04-26 16:54:21.860940,Midtown,-0.68,76,0.25,8,29,0.06
2025-04-26 16:54:21.860940,Uptown,-0.18,74,0.34,7,23,0.23
2025-04-26 16:54:21.860940,Suburb,-0.17,50,0.34,10,3,0.41
2025-04-26 16:54:21.860940,Waterfront,-0.01,70,0.51,9,30,0.34
2025-04-26 17:54:21.860940,Downtown,0.32,60,0.46,0,25,0.28
2025-04-26 17:54:21.860940,Midtown,0.11,77,0.2,2,15,0.21
2025-04-26 17:54:21.860940,Uptown,0.51,49,0.84,7,21,0.59
2025-04-26 17:54:21.860940,Suburb,0.12,89,0.78,10,23,0.44
2025-04-26 17:54:21.860940,Waterfront,0.03,63,0.48,10,7,0.46
2025-04-26 18:54:21.860940,Downtown,0.04,57,0.51,7,17,0.38
2025-04-26 18:54:21.860940,Midtown,-0.0,49,0.8,8,0,0.52
2025-04-26 18:54:21.860940,Uptown,-0.13,51,0.78,8,15,0.43
2025-04-26 18:54:21.860940,Suburb,-0.35,54,0.79,10,11,0.41
2025-04-26 18:54:21.860940,Waterfront,-0.45,85,0.38,1,18,0.03
2025-04-26 19:54:21.860940,Downtown,0.14,71,0.39,1,23,0.22
2025-04-26 19:54:21.860940,Midtown,-0.12,45,0.82,2,3,0.37
2025-04-26 19:54:21.860940,Uptown,0.21,67,0.97,8,25,0.5
2025-04-26 19:54:21.860940,Suburb,0.25,49,0.11,6,21,0.35
2025-04-26 19:54:21.860940,Waterfront,-0.63,73,0.57,4,7,0.14
2025-04-26 20:54:21.860940,Downtown,0.23,31,0.78,4,10,0.51
2025-04-26 20:54:21.860940,Midtown,-0.25,78,0.32,3,19,0.13
2025-04-26 20:54:21.860940,Uptown,-0.21,90,0.95,8,12,0.37
2025-04-26 20:54:21.860940,Suburb,-0.01,58,0.0,9,2,0.35
2025-04-26 20:54:21.860940,Waterfront,0.25,54,0.52,8,7,0.51
2025-04-26 21:54:21.860940,Downtown,0.0,51,0.22,8,30,0.3
2025-04-26 21:54:21.860940,Midtown,0.04,64,0.28,1,5,0.24
2025-04-26 21:54:21.860940,Uptown,0.21,48,0.64,0,3,0.39
2025-04-26 21:54:21.860940,Suburb,0.07,89,0.27,2,5,0.22
2025-04-26 21:54:21.860940,Waterfront,-0.08,69,0.26,6,26,0.22
2025-04-26 22:54:21.860940,Downtown,-0.58,49,0.42,3,27,0.08
2025-04-26 22:54:21.860940,Midtown,-0.26,78,0.82,2,24,0.19
2025-04-26 22:54:21.860940,Uptown,0.21,70,0.64,4,0,0.43
2025-04-26 22:54:21.860940,Suburb,-0.4,70,0.58,4,28,0.14
2025-04-26 22:54:21.860940,Waterfront,0.0,61,0.92,2,29,0.31
2025-04-26 23:54:21.860940,Downtown,-0.2,62,0.17,0,15,0.1
2025-04-26 23:54:21.860940,Midtown,0.25,38,0.94,4,21,0.5
2025-04-26 23:54:21.860940,Uptown,-0.42,66,0.92,8,11,0.35
2025-04-26 23:54:21.860940,Suburb,-0.03,80,0.63,0,22,0.18
2025-04-26 23:54:21.860940,Waterfront,-0.26,80,0.22,0,17,0.05
2025-04-27 00:54:21.860940,Downtown,-0.06,81,0.17,5,14,0.21
2025-04-27 00:54:21.860940,Midtown,-0.39,68,0.55,1,25,0.09
2025-04-27 00:54:21.860940,Uptown,-0.55,38,0.6,1,11,0.16
2025-04-27 00:54:21.860940,Suburb,0.66,35,0.16,4,5,0.52
2025-04-27 00:54:21.860940,Waterfront,0.27,67,0.22,8,27,0.36
2025-04-27 01:54:21.860940,Downtown,0.44,60,0.61,8,28,0.5
2025-04-27 01:54:21.860940,Midtown,-0.01,48,0.12,4,18,0.25
2025-04-27 01:54:21.860940,Uptown,0.08,63,0.57,2,19,0.29
2025-04-27 01:54:21.860940,Suburb,0.33,58,0.4,4,8,0.42
2025-04-27 01:54:21.860940,Waterfront,-0.15,69,0.15,6,22,0.19
2025-04-27 02:54:21.860940,Downtown,-0.37,52,0.59,4,27,0.19
2025-04-27 02:54:21.860940,Midtown,0.14,30,0.3,8,19,0.44
2025-04-27 02:54:21.860940,Uptown,0.23,46,0.04,2,5,0.31
2025-04-27 02:54:21.860940,Suburb,-0.04,41,0.1,3,19,0.22
2025-04-27 02:54:21.860940,Waterfront,-0.66,81,0.31,3,25,-0.02
2025-04-27 03:54:21.860940,Downtown,0.27,37,0.42,4,20,0.4
2025-04-27 03:54:21.860940,Midtown,0.01,39,0.17,9,30,0.34
2025-04-27 03:54:21.860940,Uptown,0.2,72,0.33,9,24,0.38
2025-04-27 03:54:21.860940,Suburb,0.45,60,0.39,10,12,0.55
2025-04-27 03:54:21.860940,Waterfront,0.04,84,0.93,7,0,0.47
2025-04-27 04:54:21.860940,Downtown,-0.21,39,0.14,6,19,0.24
2025-04-27 04:54:21.860940,Midtown,0.14,73,0.48,5,13,0.35
2025-04-27 04:54:21.860940,Uptown,-0.06,35,0.41,8,26,0.37
2025-04-27 04:54:21.860940,Suburb,0.58,88,0.47,3,16,0.4
2025-04-27 04:54:21.860940,Waterfront,0.09,65,0.2,7,25,0.29
2025-04-27 05:54:21.860940,Downtown,-0.34,71,0.0,5,23,0.08
2025-04-27 05:54:21.860940,Midtown,-0.37,88,0.55,5,23,0.15
2025-04-27 05:54:21.860940,Uptown,-0.01,39,0.21,9,21,0.37
2025-04-27 05:54:21.860940,Suburb,0.82,48,0.22,7,5,0.62
2025-04-27 05:54:21.860940,Waterfront,0.12,78,0.31,3,16,0.25
2025-04-27 06:54:21.860940,Downtown,0.25,90,0.45,4,5,0.35
2025-04-27 06:54:21.860940,Midtown,0.01,42,0.34,1,11,0.27
2025-04-27 06:54:21.860940,Uptown,0.18,89,0.24,5,3,0.31
2025-04-27 06:54:21.860940,Suburb,-0.06,39,0.14,7,29,0.28
2025-04-27 06:54:21.860940,Waterfront,-0.21,39,0.4,9,21,0.35
2025-04-27 07:54:21.860940,Downtown,-0.09,68,0.95,10,27,0.44
2025-04-27 07:54:21.860940,Midtown,-0.26,31,0.18,4,30,0.18
2025-04-27 07:54:21.860940,Uptown,-0.03,50,0.77,4,1,0.42
2025-04-27 07:54:21.860940,Suburb,0.31,39,0.0,3,12,0.34
2025-04-27 07:54:21.860940,Waterfront,-0.38,51,0.26,2,1,0.17
2025-04-27 08:54:21.860940,Downtown,0.03,47,0.37,10,24,0.41
2025-04-27 08:54:21.860940,Midtown,0.31,56,0.22,2,14,0.32
2025-04-27 08:54:21.860940,Uptown,-0.49,49,0.86,2,4,0.25
2025-04-27 08:54:21.860940,Suburb,-0.28,65,0.85,6,21,0.31
2025-04-27 08:54:21.860940,Waterfront,-0.61,36,0.57,8,3,0.31
2025-04-27 09:54:21.860940,Downtown,-0.17,75,0.08,0,13,0.07
2025-04-27 09:54:21.860940,Midtown,0.21,83,0.55,7,0,0.45
2025-04-27 09:54:21.860940,Uptown,-0.24,79,0.98,4,14,0.3
2025-04-27 09:54:21.860940,Suburb,0.21,88,0.84,5,28,0.36
2025-04-27 09:54:21.860940,Waterfront,0.25,46,0.64,0,10,0.38
2025-04-27 10:54:21.860940,Downtown,0.48,55,0.07,6,21,0.4
2025-04-27 10:54:21.860940,Midtown,0.1,57,0.06,3,0,0.29
2025-04-27 10:54:21.860940,Uptown,0.33,47,0.57,6,21,0.47
2025-04-27 10:54:21.860940,Suburb,-0.0,51,0.4,8,16,0.38
2025-04-27 10:54:21.860940,Waterfront,0.08,85,0.96,9,2,0.52
2025-04-27 11:54:21.860940,Downtown,0.11,83,0.7,3,20,0.3
2025-04-27 11:54:21.860940,Midtown,-0.09,33,0.87,3,11,0.4
2025-04-27 11:54:21.860940,Uptown,-0.27,88,0.91,2,9,0.24
2025-04-27 11:54:21.860940,Suburb,-0.63,40,0.69,7,15,0.26
2025-04-27 11:54:21.860940,Waterfront,0.01,30,0.51,2,8,0.36
2025-04-27 12:54:21.860940,Downtown,-0.4,40,0.77,3,19,0.25
2025-04-27 12:54:21.860940,Midtown,0.27,36,0.94,9,23,0.6
2025-04-27 12:54:21.860940,Uptown,0.15,32,0.72,3,3,0.48
2025-04-27 12:54:21.860940,Suburb,0.11,85,0.32,3,9,0.26
2025-04-27 12:54:21.860940,Waterfront,0.08,87,0.83,6,27,0.35
2025-04-27 13:54:21.860940,Downtown,-0.53,54,0.53,9,10,0.29
2025-04-27 13:54:21.860940,Midtown,-0.27,53,0.64,2,13,0.24
2025-04-27 13:54:21.860940,Uptown,0.24,32,0.81,5,30,0.47
2025-04-27 13:54:21.860940,Suburb,0.02,48,0.3,2,26,0.22
2025-04-27 13:54:21.860940,Waterfront,-0.12,80,0.19,8,23,0.23
2025-04-27 14:54:21.860940,Downtown,-0.39,62,0.86,10,0,0.43
2025-04-27 14:54:21.860940,Midtown,-0.62,39,0.01,0,20,-0.03
2025-04-27 14:54:21.860940,Uptown,0.22,64,0.1,9,12,0.4
2025-04-27 14:54:21.860940,Suburb,0.37,45,0.73,6,12,0.55
2025-04-27 14:54:21.860940,Waterfront,-0.68,71,0.13,4,22,-0.01
2025-04-27 15:54:21.860940,Downtown,-0.42,46,0.01,8,23,0.17
2025-04-27 15:54:21.860940,Midtown,0.0,48,0.76,3,4,0.4
2025-04-27 15:54:21.860940,Uptown,-0.17,42,0.65,3,7,0.33
2025-04-27 15:54:21.860940,Suburb,-0.13,46,0.96,5,9,0.43
2025-04-27 15:54:21.860940,Waterfront,-0.12,36,0.64,8,8,0.45
2025-04-27 16:54:21.860940,Downtown,0.03,89,0.63,7,24,0.32
2025-04-27 16:54:21.860940,Midtown,-0.1,32,0.67,10,27,0.45
2025-04-27 16:54:21.860940,Uptown,0.52,71,0.96,10,12,0.67
2025-04-27 16:54:21.860940,Suburb,-0.16,73,0.55,7,4,0.34
2025-04-27 16:54:21.860940,Waterfront,0.62,64,0.54,2,0,0.51
2025-04-27 17:54:21.860940,Downtown,0.16,58,0.06,0,3,0.23
2025-04-27 17:54:21.860940,Midtown,-0.59,87,0.37,0,5,0.01
2025-04-27 17:54:21.860940,Uptown,0.26,81,0.4,0,8,0.27
2025-04-27 17:54:21.860940,Suburb,0.0,35,0.27,6,19,0.34
2025-04-27 17:54:21.860940,Waterfront,-0.16,40,0.42,4,23,0.26
2025-04-27 18:54:21.860940,Downtown,0.07,51,0.75,8,12,0.49
2025-04-27 18:54:21.860940,Midtown,0.41,73,0.02,3,2,0.33
2025-04-27 18:54:21.860940,Uptown,-0.14,83,0.19,9,21,0.24
2025-04-27 18:54:21.860940,Suburb,0.07,79,0.21,4,17,0.23
2025-04-27 18:54:21.860940,Waterfront,0.9,80,0.32,8,4,0.62
2025-04-27 19:54:21.860940,Downtown,0.45,31,0.31,8,12,0.56
2025-04-27 19:54:21.860940,Midtown,0.19,57,0.09,0,15,0.21
2025-04-27 19:54:21.860940,Uptown,0.11,60,0.81,4,27,0.37
2025-04-27 19:54:21.860940,Suburb,-0.17,64,0.47,4,22,0.22
2025-04-27 19:54:21.860940,Waterfront,0.18,51,0.05,3,16,0.27
2025-04-27 20:54:21.860940,Downtown,0.17,90,0.46,0,24,0.18
2025-04-27 20:54:21.860940,Midtown,0.14,90,0.83,4,16,0.35
2025-04-27 20:54:21.860940,Uptown,-0.55,53,0.36,1,5,0.1
2025-04-27 20:54:21.860940,Suburb,0.2,37,0.39,7,27,0.41
2025-04-27 20:54:21.860940,Waterfront,-0.24,77,0.75,5,27,0.23
2025-04-27 21:54:21.860940,Downtown,-0.21,80,0.23,6,27,0.15
2025-04-27 21:54:21.860940,Midtown,-0.28,62,0.31,0,0,0.15
2025-04-27 21:54:21.860940,Uptown,0.24,69,0.73,2,3,0.41
2025-04-27 21:54:21.860940,Suburb,-0.01,35,0.67,2,30,0.3
2025-04-27 21:54:21.860940,Waterfront,-0.46,71,0.37,9,19,0.21
2025-04-27 22:54:21.860940,Downtown,-0.04,35,0.86,7,11,0.49
2025-04-27 22:54:21.860940,Midtown,-0.33,56,0.82,2,29,0.2
2025-04-27 22:54:21.860940,Uptown,-0.16,83,0.89,7,1,0.4
2025-04-27 22:54:21.860940,Suburb,0.22,84,0.79,7,20,0.43
2025-04-27 22:54:21.860940,Waterfront,-0.2,42,0.77,6,5,0.41
2025-04-27 23:54:21.860940,Downtown,-0.18,35,0.37,7,16,0.34
2025-04-27 23:54:21.860940,Midtown,0.1,51,0.0,2,9,0.24
2025-04-27 23:54:21.860940,Uptown,-0.13,40,0.74,1,13,0.31
2025-04-27 23:54:21.860940,Suburb,-0.26,30,0.56,9,20,0.39
2025-04-27 23:54:21.860940,Waterfront,-0.11,36,0.19,4,18,0.25
2025-04-28 00:54:21.860940,Downtown,-0.26,38,0.12,7,23,0.23
2025-04-28 00:54:21.860940,Midtown,-0.18,66,0.14,5,22,0.17
2025-04-28 00:54:21.860940,Uptown,-0.1,51,0.86,7,20,0.41
2025-04-28 00:54:21.860940,Suburb,-0.37,32,0.4,6,3,0.32
2025-04-28 00:54:21.860940,Waterfront,-0.01,57,0.26,5,11,0.3
2025-04-28 01:54:21.860940,Downtown,-0.73,86,0.27,2,7,-0.02
2025-04-28 01:54:21.860940,Midtown,-0.19,50,0.65,6,27,0.3
2025-04-28 01:54:21.860940,Uptown,0.09,57,0.07,8,3,0.38
2025-04-28 01:54:21.860940,Suburb,0.03,73,0.07,4,4,0.24
2025-04-28 01:54:21.860940,Waterfront,-0.52,44,0.38,10,23,0.26
2025-04-28 02:54:21.860940,Downtown,0.55,79,0.44,0,19,0.33
2025-04-28 02:54:21.860940,Midtown,-0.01,45,0.12,4,22,0.24
2025-04-28 02:54:21.860940,Uptown,-0.24,38,0.77,0,8,0.28
2025-04-28 02:54:21.860940,Suburb,0.19,71,0.07,0,3,0.22
2025-04-28 02:54:21.860940,Waterfront,-0.64,62,0.14,6,21,0.06
2025-04-28 03:54:21.860940,Downtown,-0.49,48,0.05,4,24,0.07
2025-04-28 03:54:21.860940,Midtown,0.31,72,0.51,9,3,0.52
2025-04-28 03:54:21.860940,Uptown,0.58,45,0.61,10,2,0.7
2025-04-28 03:54:21.860940,Suburb,0.23,82,0.61,8,4,0.47
2025-04-28 03:54:21.860940,Waterfront,-0.0,56,0.67,10,25,0.44
2025-04-28 04:54:21.860940,Downtown,0.42,48,0.16,0,13,0.32
2025-04-28 04:54:21.860940,Midtown,-0.06,57,0.07,3,25,0.16
2025-04-28 04:54:21.860940,Uptown,-0.42,42,0.24,5,15,0.19
2025-04-28 04:54:21.860940,Suburb,0.04,38,0.6,2,3,0.39
2025-04-28 04:54:21.860940,Waterfront,0.47,63,0.73,7,5,0.58
2025-04-28 05:54:21.860940,Downtown,0.58,60,0.6,6,3,0.58
2025-04-28 05:54:21.860940,Midtown,-0.19,76,0.37,2,14,0.16
2025-04-28 05:54:21.860940,Uptown,-0.01,46,0.85,8,4,0.52
2025-04-28 05:54:21.860940,Suburb,-0.5,41,0.51,2,16,0.16
2025-04-28 05:54:21.860940,Waterfront,0.1,42,0.98,6,29,0.47
2025-04-28 06:54:21.860940,Downtown,0.01,79,0.49,6,24,0.28
2025-04-28 06:54:21.860940,Midtown,-0.23,35,0.35,2,15,0.22
2025-04-28 06:54:21.860940,Uptown,0.29,40,0.21,9,12,0.49
2025-04-28 06:54:21.860940,Suburb,0.35,88,0.61,6,24,0.39
2025-04-28 06:54:21.860940,Waterfront,-0.09,83,0.69,6,25,0.28
2025-04-28 07:54:21.860940,Downtown,0.28,90,0.9,2,27,0.33
2025-04-28 07:54:21.860940,Midtown,-0.08,32,0.98,7,21,0.48
2025-04-28 07:54:21.860940,Uptown,-0.09,73,0.32,1,25,0.13
2025-04-28 07:54:21.860940,Suburb,-0.57,45,0.97,3,0,0.29
2025-04-28 07:54:21.860940,Waterfront,0.49,56,0.07,7,30,0.39
2025-04-28 08:54:21.860940,Downtown,-0.73,53,0.73,3,14,0.13
2025-04-28 08:54:21.860940,Midtown,-0.02,57,0.72,0,27,0.23
2025-04-28 08:54:21.860940,Uptown,-0.63,56,0.35,0,11,0.03
2025-04-28 08:54:21.860940,Suburb,0.36,31,0.61,9,27,0.56
2025-04-28 08:54:21.860940,Waterfront,0.15,37,0.53,10,27,0.49
2025-04-28 09:54:21.860940,Downtown,-0.18,58,0.82,2,3,0.32
2025-04-28 09:54:21.860940,Midtown,-0.14,84,0.32,3,18,0.15
2025-04-28 09:54:21.860940,Uptown,0.01,77,0.78,10,0,0.5
2025-04-28 09:54:21.860940,Suburb,-0.34,51,0.18,4,24,0.13
2025-04-28 09:54:21.860940,Waterfront,-0.2,72,0.32,10,17,0.3
2025-04-28 10:54:21.860940,Downtown,-0.33,39,0.99,6,6,0.42
2025-04-28 10:54:21.860940,Midtown,0.03,52,0.46,7,23,0.36
2025-04-28 10:54:21.860940,Uptown,-0.23,61,0.81,0,28,0.18
2025-04-28 10:54:21.860940,Suburb,-0.23,86,0.38,0,27,0.05
2025-04-28 10:54:21.860940,Waterfront,-0.14,43,0.8,6,6,0.43
2025-04-28 11:54:21.860940,Downtown,-0.12,46,0.91,3,25,0.33
2025-04-28 11:54:21.860940,Midtown,-0.16,86,0.1,3,29,0.06
2025-04-28 11:54:21.860940,Uptown,-0.25,31,0.75,9,26,0.41
2025-04-28 11:54:21.860940,Suburb,0.22,45,0.76,4,0,0.51
